NO;NPWPD / NAMA WP / ALAMAT;KET.;DESEMBER;JANUARI;PEBRUARI;MARET;APRIL;MEI;JUNI;JULI;AGUSTUS;SEPTEMBER;OKTOBER;NOPEMBER;JUMLAH;STATUS
193;32.78.1.0004039.08.003 / WAROENG STEAK INDONESIA / JL. BKR DEPAN KANTOR KELURAHAN;Omset;Rp242.511.436;Rp202.690.988;Rp181.891.211;Rp201.262.428;Rp242.210.925;Rp181.601.856;Rp161.490.411;Rp169.114.703;Rp168.391.995;Rp177.801.817;Rp187.255.961; Rp- ;Rp2.116.223.731;AKTIF
;;Pajak;Rp24.251.144;Rp20.269.099;Rp18.189.121;Rp20.126.243;Rp24.221.093;Rp18.160.186;Rp16.149.041;Rp16.911.470;Rp16.839.200;Rp17.780.182;Rp18.725.596; Rp- ;Rp211.622.375;
;;Setor;Rp24.251.144;Rp20.269.099;Rp18.189.121;Rp20.126.243;Rp24.221.093;Rp18.160.186;Rp16.149.041;Rp16.911.470;Rp16.839.200;Rp17.780.182;Rp18.725.596; Rp- ;Rp211.622.375;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
194;32.78.1.0004211.08.005 / CHILLER CAFÉ / JL. SUTISNA SENJAYA;Omset;Rp32.518.500;Rp33.602.500;Rp30.469.500;Rp23.807.000;Rp34.612.000;Rp30.870.000;Rp24.518.500;Rp28.276.500;Rp31.232.500; Rp- ; Rp- ; Rp- ;Rp269.907.000;AKTIF
;;Pajak;Rp3.251.850;Rp3.360.250;Rp3.046.950;Rp2.380.700;Rp3.461.200;Rp3.087.000;Rp2.451.850;Rp2.827.650;Rp3.123.250; Rp- ; Rp- ; Rp- ;Rp26.990.700;
;;Setor;Rp3.251.850;Rp3.360.250;Rp3.046.950;Rp2.380.700;Rp3.461.200;Rp3.087.000;Rp2.451.850;Rp2.827.650;Rp3.123.250; Rp- ; Rp- ; Rp- ;Rp26.990.700;
;;Denda;Rp32.519;Rp67.205;Rp30.470;Rp47.614;Rp69.224;Rp61.740;Rp24.519;Rp56.553;Rp31.233; Rp- ; Rp- ; Rp- ;Rp388.558;
;;Setor Denda;Rp32.519;Rp67.205;Rp30.470;Rp47.614;Rp69.224;Rp61.740;Rp24.519;Rp56.553;Rp31.233; Rp- ; Rp- ; Rp- ;Rp388.558;
195;32.78.1.0004284.01.010 / 48 STREET ISLAND / JL. SULE SETIANAGARA;Omset;Rp46.254.198;Rp38.986.956;Rp31.325.288;Rp37.362.671;Rp41.802.493;Rp39.006.134;Rp34.664.602;Rp33.397.877;Rp35.888.267;Rp35.337.297; Rp- ; Rp- ;Rp374.025.783;AKTIF
;;Pajak;Rp4.625.420;Rp3.898.696;Rp3.132.529;Rp3.736.267;Rp4.180.249;Rp3.900.613;Rp3.466.460;Rp3.339.788;Rp3.588.827;Rp3.533.730; Rp- ; Rp- ;Rp37.402.579;
;;Setor;Rp4.625.420;Rp3.898.696;Rp3.132.529;Rp3.736.267;Rp4.180.249;Rp3.900.613;Rp3.466.460;Rp3.339.788;Rp3.588.827;Rp3.533.730; Rp- ; Rp- ;Rp37.402.579;
;;Denda;Rp46.254;Rp38.987;Rp31.325;Rp37.363;Rp41.802;Rp39.006;Rp34.665;Rp33.398;Rp35.888;Rp35.337; Rp- ; Rp- ;Rp327.771;
;;Setor Denda;Rp46.254;Rp38.987;Rp31.325;Rp37.363;Rp41.802;Rp39.006;Rp34.665;Rp33.398;Rp35.888;Rp35.337; Rp- ; Rp- ;Rp327.771;
196;32.78.1.0004294.02.004 / SEBLAK NOYA / ASIA PLAZA LT.1 JL. HZ. MUSTOFA NO. 326;Omset;Rp500.000;Rp500.000;Rp500.000;Rp500.000;Rp500.000;Rp500.000;Rp500.000;Rp500.000; Rp- ; Rp- ; Rp- ; Rp- ;Rp4.000.000;AKTIF
;;Pajak;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000; Rp- ; Rp- ; Rp- ; Rp- ;Rp400.000;
;;Setor;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000; Rp- ; Rp- ; Rp- ; Rp- ;Rp400.000;
;;Denda; Rp- ; Rp- ;Rp500; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp500;
;;Setor Denda; Rp- ; Rp- ;Rp500; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp500;
197;32.78.1.0004342.02.004 / WAFFELICIOUS / JL. HZ. MUSTOFA KOMPLEK ASIA PLAZA;Omset;Rp18.369.000;Rp16.600.500;Rp13.263.000;Rp12.153.000;Rp26.837.000;Rp15.701.000;Rp16.404.000;Rp14.821.000;Rp12.346.000;Rp11.853.000;Rp12.633.000; Rp- ;Rp170.980.500;AKTIF
;;Pajak;Rp1.836.900;Rp1.660.050;Rp1.326.300;Rp1.215.300;Rp2.683.700;Rp1.570.100;Rp1.640.400;Rp1.482.100;Rp1.234.600;Rp1.185.300;Rp1.263.300; Rp- ;Rp17.098.050;
;;Setor;Rp1.836.900;Rp1.660.050;Rp1.326.300;Rp1.215.300;Rp2.683.700;Rp1.570.100;Rp1.640.400;Rp1.482.100;Rp1.234.600;Rp1.185.300;Rp1.263.300; Rp- ;Rp17.098.050;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
198;32.78.1.0004358.02.004 / CHICK-CHICK / JL. HZ. MUSTOFA KOMPLEK ASIA PLAZA;Omset;Rp75.345.250;Rp83.398.070;Rp74.827.865;Rp56.294.420;Rp121.102.065;Rp88.045.545;Rp91.108.255;Rp95.248.930;Rp77.141.960;Rp72.169.685;Rp77.977.130; Rp- ;Rp912.659.175;AKTIF
;;Pajak;Rp7.534.525;Rp8.339.807;Rp7.482.787;Rp5.629.442;Rp12.110.207;Rp8.804.555;Rp9.110.826;Rp9.524.893;Rp7.714.196;Rp7.216.969;Rp7.797.713; Rp- ;Rp91.265.920;
;;Setor;Rp7.534.525;Rp8.339.807;Rp7.482.787;Rp5.629.442;Rp12.110.207;Rp8.804.555;Rp9.110.826;Rp9.524.893;Rp7.714.196;Rp7.216.969;Rp7.797.713; Rp- ;Rp91.265.920;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
199;32.78.1.0004359.02.004 / POTATOES KING / ASIA PLAZA JL. HZ. MUSTOFA NO. 326;Omset;Rp1.355.000; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp1.355.000;AKTIF
;;Pajak;Rp135.500; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp135.500;
;;Setor;Rp135.500; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp135.500;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
200;32.78.1.0004371.02.004 / DHAPUR DESA / JL. KHZ. MUSTOFA NO. 326;Omset;Rp4.394.600;Rp5.346.600;Rp3.245.600;Rp4.374.500;Rp3.345.600;Rp2.645.600;Rp2.245.750;Rp3.124.500; Rp- ; Rp- ; Rp- ; Rp- ;Rp28.722.750;AKTIF
;;Pajak;Rp439.460;Rp534.660;Rp324.560;Rp437.450;Rp334.560;Rp264.560;Rp224.575;Rp312.450; Rp- ; Rp- ; Rp- ; Rp- ;Rp2.872.275;
;;Setor;Rp439.460;Rp534.660;Rp324.560;Rp437.450;Rp334.560;Rp264.560;Rp224.575;Rp312.450; Rp- ; Rp- ; Rp- ; Rp- ;Rp2.872.275;
;;Denda;Rp17.578;Rp5.347; Rp- ;Rp8.749;Rp3.346;Rp5.291;Rp4.492;Rp3.125; Rp- ; Rp- ; Rp- ; Rp- ;Rp30.350;
;;Setor Denda;Rp17.578;Rp5.347; Rp- ;Rp8.749;Rp3.346;Rp5.291;Rp4.492;Rp3.125; Rp- ; Rp- ; Rp- ; Rp- ;Rp30.350;
201;32.78.1.0004373.02.004 / STEAK MOEN MOEN / JL. HZ. MUSTOFA KOMPLEK ASIA PLAZA;Omset;Rp136.429.800;Rp113.129.880;Rp116.714.553;Rp59.379.825;Rp177.357.092;Rp117.728.392;Rp121.272.835;Rp130.149.883;Rp115.302.474;Rp105.870.236;Rp117.213.118; Rp- ;Rp1.310.548.088;AKTIF
;;Pajak;Rp13.642.980;Rp11.312.988;Rp11.671.455;Rp5.937.983;Rp17.735.709;Rp11.772.839;Rp12.127.284;Rp13.014.988;Rp11.530.247;Rp10.587.024;Rp11.721.312; Rp- ;Rp131.054.809;
;;Setor;Rp13.642.980;Rp11.312.988;Rp11.671.455;Rp5.937.983;Rp17.735.709;Rp11.772.839;Rp12.127.284;Rp13.014.988;Rp11.530.247;Rp10.587.024;Rp11.721.312; Rp- ;Rp131.054.809;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
202;32.78.1.0004447.03.002 / KEDAI TJINERE Dr. Moch. Hatta No. 16;Omset; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp20.426.591;Rp19.536.818;Rp17.371.068;Rp17.741.114; Rp- ;Rp75.075.591;AKTIF
;;Pajak; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp2.042.659;Rp1.953.682;Rp1.737.107;Rp1.774.111; Rp- ;Rp7.507.559;
;;Setor; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp1.953.682;Rp1.737.107;Rp1.774.111; Rp- ;Rp5.464.900;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
203;32.78.1.0004449.02.004 / AYAM KRIUK PADASUKA AP / JL. HZ. MUSTOFA KOMPLEK ASIA PLAZA;Omset;Rp6.792.000;Rp6.892.000;Rp6.169.500;Rp6.967.000;Rp7.177.000;Rp7.826.250;Rp7.596.250;Rp7.076.250;Rp7.884.550;Rp8.066.550; Rp- ; Rp- ;Rp72.447.350;AKTIF
;;Pajak;Rp679.200;Rp689.200;Rp616.950;Rp696.700;Rp717.700;Rp782.625;Rp759.625;Rp707.625;Rp788.455;Rp806.655; Rp- ; Rp- ;Rp7.244.735;
;;Setor;Rp679.200;Rp689.200;Rp616.950;Rp696.700;Rp717.700;Rp782.625;Rp759.625;Rp707.625;Rp788.455;Rp806.655; Rp- ; Rp- ;Rp7.244.735;
;;Denda; Rp- ;Rp13.784;Rp6.170; Rp- ; Rp- ;Rp7.827;Rp7.596; Rp- ;Rp7.885;Rp8.067; Rp- ; Rp- ;Rp51.329;
;;Setor Denda; Rp- ;Rp13.784;Rp6.170; Rp- ; Rp- ;Rp7.827;Rp7.596; Rp- ;Rp7.885;Rp8.067; Rp- ; Rp- ;Rp51.329;
204;32.78.1.0004450.02.004 / MIE RICA 99 / JL. HZ. MUSTOFA KOMPLEK ASIA PLAZA;Omset;Rp2.070.900;Rp2.325.400;Rp1.223.700;Rp634.500;Rp1.465.700;Rp1.648.000;Rp1.806.200;Rp1.815.500;Rp1.855.300;Rp1.609.500; Rp- ; Rp- ;Rp16.454.700;AKTIF
;;Pajak;Rp207.090;Rp232.540;Rp122.370;Rp63.450;Rp146.570;Rp164.800;Rp180.620;Rp181.550;Rp185.530;Rp160.950; Rp- ; Rp- ;Rp1.645.470;
;;Setor;Rp207.090;Rp232.540;Rp122.370;Rp63.450;Rp146.570;Rp164.800;Rp180.620;Rp181.550;Rp185.530;Rp160.950; Rp- ; Rp- ;Rp1.645.470;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
205;32.78.1.0004451.02.004 / MONSTER GREEN TEA 99 / JL. HZ. MUSTOFA KOMLEK ASIA PLAZA;Omset;Rp500.000;Rp500.000;Rp500.000;Rp500.000;Rp500.000;Rp500.000;Rp500.000;Rp500.000;Rp500.000;Rp500.000;Rp500.000; Rp- ;Rp5.500.000;AKTIF
;;Pajak;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000; Rp- ;Rp550.000;
;;Setor;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000;Rp50.000; Rp- ;Rp550.000;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
206;32.78.1.0004461.02.003 / LEKKER DOUGHNUTS / JL. MARGALUYU NO. 26;Omset;Rp2.320.600;Rp3.285.550;Rp2.207.000; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp7.813.150;AKTIF
;;Pajak;Rp232.060;Rp328.555;Rp220.700; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp781.315;
;;Setor;Rp232.060;Rp328.555;Rp220.700; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp781.315;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
207;32.78.1.0004463.03.001 / MIXUE MARTADINATA / JL. RE MARTADINATA NO. 87;Omset;Rp9.675.000; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp9.675.000;AKTIF
;;Pajak;Rp967.500; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp967.500;
;;Setor;Rp967.500; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp967.500;
;;Denda;Rp19.350; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda;Rp19.350; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
208;32.78.1.0004470.02.003 / HUKO BOWL / JL. HZ. MUSTOFA NO. 288;Omset;Rp13.855.862;Rp12.648.140;Rp12.117.250;Rp17.037.132;Rp12.332.685;Rp12.895.415;Rp12.064.513;Rp12.097.230;Rp11.997.694;Rp10.873.615;Rp10.873.615; Rp- ;Rp138.793.151;AKTIF
;;Pajak;Rp1.385.586;Rp1.264.814;Rp1.211.725;Rp1.703.713;Rp1.233.269;Rp1.289.542;Rp1.206.451;Rp1.209.723;Rp1.199.769;Rp1.087.362;Rp1.087.362; Rp- ;Rp13.879.316;
;;Setor;Rp1.385.586;Rp1.264.814;Rp1.211.725;Rp1.703.713;Rp1.233.269;Rp1.289.542;Rp1.206.451;Rp1.209.723;Rp1.199.769;Rp1.087.362; Rp- ; Rp- ;Rp12.791.954;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
209;32.78.1.0004472.02.004 / TEH UPET ISLAND AP / JL. HZ. MUSTOFA KOMPLEK ASIA PLAZA;Omset;Rp5.370.000;Rp4.480.000;Rp4.710.000;Rp5.510.000;Rp8.920.000;Rp5.050.000;Rp8.660.000;Rp9.240.000;Rp4.480.000;Rp4.030.000;Rp4.530.000; Rp- ;Rp64.980.000;AKTIF
;;Pajak;Rp537.000;Rp448.000;Rp471.000;Rp551.000;Rp892.000;Rp505.000;Rp866.000;Rp924.000;Rp448.000;Rp403.000;Rp453.000; Rp- ;Rp6.498.000;
;;Setor;Rp537.000;Rp448.000;Rp471.000;Rp551.000;Rp446.000;Rp505.000;Rp433.000;Rp462.000;Rp448.000;Rp403.000;Rp453.000; Rp- ;Rp5.157.000;
;;Denda; Rp- ;Rp13.440; Rp- ; Rp- ; Rp- ; Rp- ;Rp4.330; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp17.770;
;;Setor Denda; Rp- ;Rp13.440; Rp- ; Rp- ; Rp- ; Rp- ;Rp4.330; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp17.770;
210;32.78.1.0004481.08.003 / PAN & CO / JL. IBU APIPAH NO. 2;Omset;Rp21.066.437; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp21.066.437;AKTIF
;;Pajak;Rp2.106.644; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp2.106.644;
;;Setor;Rp2.106.644; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp2.106.644;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
211;32.78.1.0004492.03.001 / FORE COFFEE YOGYA TASIKMALAYA / JL. RE. MARTADINATA NO. 81-83;Omset;Rp324.873.929;Rp298.096.812;Rp271.764.388;Rp234.290.526;Rp330.629.110;Rp234.799.164;Rp213.391.790;Rp182.720.790;Rp196.489.196;Rp190.771.779;Rp191.974.341; Rp- ;Rp2.669.801.825;AKTIF
;;Pajak;Rp32.487.393;Rp29.809.681;Rp27.176.439;Rp23.429.053;Rp33.062.911;Rp23.479.916;Rp21.339.179;Rp18.272.079;Rp19.648.920;Rp19.077.178;Rp19.197.434; Rp- ;Rp266.980.183;
;;Setor;Rp32.487.393;Rp29.809.681;Rp27.176.439;Rp23.429.053;Rp33.062.911;Rp23.479.916;Rp21.339.179;Rp18.272.079;Rp19.648.920;Rp19.077.178;Rp19.197.434; Rp- ;Rp266.980.183;
;;Denda; Rp- ; Rp- ;Rp271.764; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp271.764;
;;Setor Denda; Rp- ; Rp- ;Rp271.764; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp271.764;
212;32.78.1.0004503.08.005 / VELOCE / Jl. Tarumanagara No. 38a;Omset;Rp8.782.000;Rp12.518.417;Rp11.692.500;Rp15.369.030;Rp5.871.457;Rp9.205.833;Rp19.296.678;Rp10.520.739;Rp10.998.908;Rp11.110.018; Rp- ; Rp- ;Rp115.365.580;AKTIF
;;Pajak;Rp878.200;Rp1.251.842;Rp1.169.250;Rp1.536.903;Rp587.146;Rp920.583;Rp1.929.668;Rp1.052.074;Rp1.099.891;Rp1.111.002; Rp- ; Rp- ;Rp11.536.559;
;;Setor;Rp878.200;Rp1.251.842;Rp1.169.250;Rp1.536.903;Rp587.146;Rp920.583;Rp964.834;Rp1.052.074;Rp1.099.891;Rp1.111.002; Rp- ; Rp- ;Rp10.571.725;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ;Rp5.872; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp5.872;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ;Rp5.872; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp5.872;
213;32.78.1.0004519.03.001 / KOPI KENANGAN RE. MARTADINATA / JL. RE. MARTADINATA NO. 14 PANGLAYUNGAN;Omset;Rp145.686.220;Rp147.534.590;Rp138.093.600;Rp155.775.010;Rp197.467.160;Rp173.564.110;Rp169.099.470;Rp152.737.650;Rp144.038.340;Rp141.973.830;Rp157.129.100; Rp- ;Rp1.723.099.080;AKTIF
;;Pajak;Rp14.568.622;Rp14.753.459;Rp13.809.360;Rp15.577.501;Rp19.746.716;Rp17.356.411;Rp16.909.947;Rp15.273.765;Rp14.403.834;Rp14.197.383;Rp15.712.910; Rp- ;Rp172.309.908;
;;Setor;Rp14.568.622;Rp14.753.459;Rp13.809.360;Rp15.577.501;Rp19.746.716;Rp17.356.411;Rp16.909.947;Rp15.273.765;Rp14.403.834;Rp14.197.383;Rp15.712.910; Rp- ;Rp172.309.908;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
214;32.78.1.0004524.08.005 / KOPI CINLOK / JL. DR. SUKARDJO NO. 37;Omset;Rp21.593.350;Rp19.112.500;Rp15.739.000; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp56.444.850;AKTIF
;;Pajak;Rp2.159.335;Rp1.911.250;Rp1.573.900; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp5.644.485;
;;Setor;Rp2.159.335;Rp1.911.250;Rp1.573.900; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp5.644.485;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
215;32.78.1.0004544.02.005 / THE HARVEST / JL. KHZ MUSTOFA;Omset;Rp274.919.946;Rp200.301.120;Rp205.070.478;Rp293.603.476;Rp227.051.744;Rp196.664.239;Rp210.298.746;Rp190.140.607;Rp200.663.049;Rp186.193.485;Rp230.674.466; Rp- ;Rp2.415.581.356;AKTIF
;;Pajak;Rp27.491.995;Rp20.030.112;Rp20.507.048;Rp29.360.348;Rp22.705.174;Rp19.666.424;Rp21.029.875;Rp19.014.061;Rp20.066.305;Rp18.619.349;Rp23.067.447; Rp- ;Rp241.558.138;
;;Setor;Rp27.491.995;Rp20.030.112;Rp20.507.048;Rp29.360.348;Rp22.705.174;Rp19.666.424;Rp21.029.875;Rp19.014.061;Rp20.066.305;Rp18.619.349;Rp23.067.447; Rp- ;Rp241.558.138;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
216;32.78.1.0004553.03.003 / LEA CAFÉ / JL. AMPERA NO. 57;Omset;Rp24.012.300;Rp22.931.000;Rp19.950.000;Rp33.241.000;Rp20.443.000;Rp18.395.000;Rp17.838.000;Rp15.017.000;Rp14.152.000;Rp16.195.000;Rp13.693.000; Rp- ;Rp215.867.300;AKTIF
;;Pajak;Rp2.401.230;Rp2.293.100;Rp1.995.000;Rp3.324.100;Rp2.044.300;Rp1.839.500;Rp1.783.800;Rp1.501.700;Rp1.415.200;Rp1.619.500;Rp1.369.300; Rp- ;Rp21.586.730;
;;Setor;Rp2.401.230;Rp2.293.100;Rp1.995.000;Rp3.324.100;Rp2.044.300;Rp1.839.500;Rp1.783.800;Rp1.501.700;Rp1.415.200;Rp1.619.500;Rp1.369.300; Rp- ;Rp21.586.730;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
;;Setor Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
217;32.78.1.0004555.02.005 / MIXUE YUDANEGARA / JL. HZ MUSTOFA;Omset;Rp6.623.000;Rp6.721.000;Rp6.057.000;Rp6.399.000;Rp6.010.000;Rp6.240.000; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp38.050.000;AKTIF
;;Pajak;Rp662.300;Rp672.100;Rp605.700;Rp639.900;Rp601.000;Rp624.000; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp3.805.000;
;;Setor;Rp662.300;Rp672.100;Rp605.700;Rp639.900;Rp601.000;Rp624.000; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;Rp3.805.000;
;;Denda; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ; Rp- ;
